Unnamed: 0,id_job,feature_type_1_stand_0,feature_type_1_stand_1,feature_type_1_stand_2,feature_type_1_stand_3,feature_type_1_stand_4,feature_type_1_stand_5,feature_type_1_stand_6,feature_type_1_stand_7,feature_type_1_stand_8,feature_type_1_stand_9,max_feature_type_1_index
0,-68888894506869945631,-0.09000855837702514,0.3583754325924806,0.6159385435630892,0.492972115100384,0.19822187845643163,0.3623133128482574,0.59882966904572,0.3786592971675098,0.627661703161608,0.10602317375656962,8
1,-45528547052692089371,0.7796924094894613,0.7703196904542139,-2.577983869983906,-1.8045879613825215,0.4501655680606988,0.05529532691796103,-1.4505031973313047,-0.24492575576465833,-1.378400598222677,-0.36470359117742707,0
2,33899130356965745151,0.9194836098353948,0.7111079901455467,-2.6061655383387325,-1.7234877694542683,0.6933839350812705,0.08218108274801517,-1.4578059425121586,0.35108580843241455,-1.5472099370301706,0.35412386868648893,0
3,-1697736982326412151,-0.06903987832513521,0.14859683721319997,-0.12039786806686283,-0.7762040843541466,-1.2240057026862785,0.32675473255689547,-0.04381190686939093,-1.59708722258186,0.10604977795750177,-1.8200799891145372,5
4,-53991638443464865861,-1.7095894652420538,-1.5186354671922973,0.6094350816350522,0.5364485066495519,-0.3383854604409712,0.3623133128482574,0.5048068248422308,-1.3393811547884638,0.40258258475161696,-0.31375434132574687,2
5,-40467135424607993851,1.5944754057914732,1.4740930426943835,0.4461259265532371,0.76971606899989,0.9158796609655592,0.2643103964354793,0.628040649769135,0.7890800718014377,1.1733892481953563,0.8447872966059246,0
6,31750613150365308671,0.04678711624721016,0.22641792904744934,0.26186117192552605,0.12509495583820168,-0.7397502992910615,0.32675473255689547,0.24373368462671707,-0.7157961018562957,0.5892553456551415,-1.8809975704589372,8
7,-77605764963306425051,0.3703038941906559,0.10461100269818861,0.623164612372019,0.4252492744180277,0.27784044703267197,0.4186866718467587,0.632604865507168,0.5462212671730928,0.9152627989077076,0.2300735212215287,8
8,15807826958178858601,-0.5682941652748967,-0.7920233162616421,-0.7844735916075162,-1.4668098424236082,0.059707382440231695,-0.07479704000165624,-0.5942563248762269,-0.8886606658493966,-1.358750833917043,-0.8476138723803036,4
9,-59029757793305841111,-1.278233761317459,-0.7607257032413458,0.4735849880271707,0.36170685600001473,0.3280110518889325,-0.1623925670608651,0.43177937303369535,0.43168523704269424,0.004228272010125204,0.07168780972608994,2
10,-65037489870919217121,-1.313181561403942,-0.6947469514688297,-2.155981451542403,-1.6248298040157734,-1.9263941706739356,-0.19621658245996568,-1.7380487888274139,-0.8844185906593823,-1.6016933744230653,-0.6205574328239055,5
11,82048049871535596561,-1.1194708980674344,-1.1227629565572026,0.36302613525054406,-0.023728076772409002,0.05098205985653384,0.22094627412894025,0.15792642875168827,-0.9024474102169443,-0.11456348492848097,-0.7678672204385443,2
12,-27248834200523607571,-0.5503210109447051,-0.6050835195728471,0.5928151233745138,0.5623671246884784,0.5679574229406168,0.49674209199852903,0.44729770654300943,0.458198206980287,0.3007610788042404,-0.060115684455429426,2
13,91854930511410228291,-0.7689943886287012,-0.7048975286646022,0.20116219393051554,-0.15248508251417278,-0.9698806824360858,0.4360323207693743,0.30398133236875824,-0.8483609515442563,0.36506939834995195,-1.0901766053698223,5
14,17579966645840207851,0.8735522154360161,0.7474808917637283,0.9750741633669027,1.1969552244157435,0.3312830478578199,-0.503234568390262,0.8014808478144058,1.4020599367585689,1.1046150731256366,1.539247723932081,9
15,-89783692644624464031,0.8326133639061357,1.283769720273665,0.5906473027318343,0.9085060881760777,1.0925674432854355,0.5505136036586373,0.8243019265045737,0.9980022749096636,1.15284631278492,1.0153565243702443,1
16,-2994882439726950071,-1.46395635606277,-0.08909584545445343,0.477198022431636,0.31321395773363586,-0.10280175068113642,0.22875181614411738,0.31037123440200537,-0.27886235728477615,0.14177662214956388,-0.013596804156068709,2
17,24773621502266051521,-0.4954030393802317,-0.9425902113322546,0.6433976050370228,0.7488139576781755,0.03244074936617605,-0.17540180375282635,0.4518619222810424,0.6628783348984987,0.26056837908817004,0.09494724987576969,3
18,-60803945690514693301,-0.40853279345097265,-0.645685828355934,0.20260740769230134,-0.1223860422109038,-0.4092787064335149,0.20880431988310968,0.1807475074418551,-2.996972035286728,0.42223234905725093,-1.6816309406045384,8
19,-73150200319607440921,-1.7764895396933211,-0.8368550322096334,0.30015933661285404,0.11924236466812121,-1.952570138425028,0.2504338772973865,0.07485770231947823,-0.8366952447717158,0.18554200628484005,-0.8077405464094246,2
20,-1751192932980739511,0.49511746592809597,0.0504745909874067,-0.047414573096671325,-0.4551476544526052,0.39563230191258875,0.322418320326242,-0.05111465205024469,-0.5079344175455722,-0.02881905886753253,-1.0336893935777427,0
21,1814922656595810001,0.7197818950554897,0.5300893634876179,-2.59821686264891,-1.8279983260628425,0.5570507697109948,0.02060402907272976,-1.4943196684164262,0.01065927443373056,-1.623129480938302,0.15032686927976938,0
22,74460243387086041,0.689826637838504,0.529243482054637,-2.827283243891986,-2.3112551398208923,-0.0024605409686141453,-0.1198957272004567,-1.6504158466571708,-0.4050640941877152,-1.925021314361227,-0.3813174769986264,0
23,89603888239351246161,-0.5503210109447051,-0.6050835195728471,0.5928151233745138,0.5623671246884784,0.5679574229406168,0.49674209199852903,0.44729770654300943,0.458198206980287,0.3007610788042404,-0.060115684455429426,2
24,-12126062468242562321,0.5849832375790532,0.07923455970875941,-2.6285663516464153,-1.8213096504398936,0.39236030594370247,0.033613265764691966,-1.530833394320694,-0.230078492599606,-1.4882606441132677,-0.5773613296887856,0
25,-77964494725676824461,0.010840807586826809,0.4048989114064346,0.3919304104862635,-0.01202289443224807,0.15023260424609403,0.21400801455989382,0.34505927401105996,-1.0159229215498393,0.7071539314889462,-1.4523593162719795,8
26,75227354278087070851,1.3338646680036972,0.8371443236597109,1.2821820877464212,1.6175057042086483,0.5243308100221288,0.8636025667118494,1.2058703622041709,0.8516506808541555,1.5610255076792297,0.3474783143580085,3
27,-48408365389579432041,0.5570249975098674,0.7483267731967091,0.2842619852332085,0.06907729749600532,0.43489625353922845,-0.4772160950063386,0.4975040796613771,0.1803422820343208,0.6196231632183938,-0.04017902146998929,1
28,-29735799801585262791,-0.007132346743364867,0.38206011271594803,0.6347263224663063,0.5021690440819394,0.3607310115777985,0.4733254659529977,0.5951782964552936,-0.12084505645672639,0.7652100533010466,0.3419403524176079,8
29,72176296877243441331,-0.46345076501544713,-0.12969815423754033,0.5126057595953925,0.1886373742562146,0.3978136325585141,0.27385050334291783,0.6179993751454604,0.23230770311200166,0.22662787710571086,-0.18527362430846836,6
30,-33516967199147981811,0.4322114257724262,0.5622328579408951,0.2799263439478511,0.02225656813536437,0.5646854269717305,0.12901433483907795,0.6426461401308415,0.10292440981655185,0.5097631173278032,0.01630819032209026,6
31,9302063328180510441,0.5989623576136472,0.8667501738140454,0.579085592637547,0.5372845911024204,0.6792052858827611,0.2235481214673323,0.6152608457026407,0.9651261921870493,0.33827426520590537,1.070736143774244,9
32,-74766257063703830381,1.2859362564565198,0.8253019835979777,0.4164990444366247,0.28227883297749745,0.8449864149730154,0.6476492376252847,0.3505363328966995,-1.328775966813427,0.842915939418782,-0.18416603192038847,0
